#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Oct 13 03:25:20 EDT 2020,87,87,Assignment3Suite,ExtendTest0+ ExtendTest4+ GetTest0+ GetTest1+ GetTest2+ KeysTest0+ KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0+ LambdaTest1+ LambdaTest3+ LambdaTest4+ MinMaxTest0+ MinMaxTest1+ MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ , ,ExtendTest1- ExtendTest2- ExtendTest3- KeysTest1- LambdaTest2- , ,
1,Tue Oct 13 09:45:14 EDT 2020,90,3,Assignment3Suite,ExtendTest0 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1+ KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 LambdaTest2 , ,
2,Tue Oct 13 09:49:34 EDT 2020,95,5,Assignment3Suite,ExtendTest0 ExtendTest1+ ExtendTest2+ ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest3 LambdaTest2 , ,
3,Tue Oct 13 09:55:55 EDT 2020,90,-5,Assignment3Suite,ExtendTest0 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1- ExtendTest2- ExtendTest3 LambdaTest2 , ,
4,Tue Oct 13 09:57:16 EDT 2020,21,-69,Assignment3Suite,ExtendTest0 GetTest0 KeysTest0 KeysTest1 LambdaTest0 MinMaxTest0 MinMaxTest1 RemoveTest0 SizeTest0 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4- GetTest1- GetTest2- KeysTest2- KeysTest3- KeysTest4- KeysTest5- KeysTest6- LambdaTest1- LambdaTest2 LambdaTest3- LambdaTest4- MinMaxTest2- MinMaxTest3- MinMaxTest4- MinMaxTest5- MinMaxTest6- MinMaxTest7- PutTest0- PutTest1- PutTest2- PutTest3- PutTest4- PutTest5- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest1- SizeTest2- , ,
5,Tue Oct 13 09:57:49 EDT 2020,21,0,Assignment3Suite,ExtendTest0 GetTest0 KeysTest0 KeysTest1 LambdaTest0 MinMaxTest0 MinMaxTest1 RemoveTest0 SizeTest0 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest1 GetTest2 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 , ,
6,Tue Oct 13 09:58:06 EDT 2020,90,69,Assignment3Suite,ExtendTest0 ExtendTest4+ GetTest0 GetTest1+ GetTest2+ KeysTest0 KeysTest1 KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0 LambdaTest1+ LambdaTest3+ LambdaTest4+ MinMaxTest0 MinMaxTest1 MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0 RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ , ,ExtendTest1 ExtendTest2 ExtendTest3 LambdaTest2 , ,
7,Tue Oct 13 10:34:07 EDT 2020,21,-69,Assignment3Suite,ExtendTest0 GetTest0 KeysTest0 KeysTest1 LambdaTest0 MinMaxTest0 MinMaxTest1 RemoveTest0 SizeTest0 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4- GetTest1- GetTest2- KeysTest2- KeysTest3- KeysTest4- KeysTest5- KeysTest6- LambdaTest1- LambdaTest2 LambdaTest3- LambdaTest4- MinMaxTest2- MinMaxTest3- MinMaxTest4- MinMaxTest5- MinMaxTest6- MinMaxTest7- PutTest0- PutTest1- PutTest2- PutTest3- PutTest4- PutTest5- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest1- SizeTest2- , ,
8,Tue Oct 13 10:34:34 EDT 2020,100,79,Assignment3Suite,ExtendTest0 ExtendTest1+ ExtendTest2+ ExtendTest3+ ExtendTest4+ GetTest0 GetTest1+ GetTest2+ KeysTest0 KeysTest1 KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0 LambdaTest1+ LambdaTest2+ LambdaTest3+ LambdaTest4+ MinMaxTest0 MinMaxTest1 MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0 RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ , , , ,
9,Tue Oct 13 10:35:04 EDT 2020,100,0,Assignment3Suite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , , , ,
