#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Sep 02 01:43:13 EDT 2020,25,25,Assignment1Suite,EmptyFullTest0+ EmptyFullTest2+ EmptyFullTest7+ PeekTest2+ PeekTest3+ PopTest2+ SizeTest0+ , ,EmptyFullTest1- EmptyFullTest3- EmptyFullTest4- EmptyFullTest5- EmptyFullTest6- InsertTest0- InsertTest1- InsertTest2- InsertTest3- PeekTest0- PeekTest1- PeekTest4- PopTest0- PopTest1- PopTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- SizeTest5- , ,
1,Wed Sep 02 01:46:09 EDT 2020,25,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest2 EmptyFullTest7 PeekTest2 PeekTest3 PopTest2 SizeTest0 , ,EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest4 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
2,Wed Sep 02 01:48:12 EDT 2020,25,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest2 EmptyFullTest7 PeekTest2 PeekTest3 PopTest2 SizeTest0 , ,EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest4 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
3,Wed Sep 02 01:48:29 EDT 2020,25,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest2 EmptyFullTest7 PeekTest2 PeekTest3 PopTest2 SizeTest0 , ,EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest4 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
4,Wed Sep 02 01:49:49 EDT 2020,25,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest2 EmptyFullTest7 PeekTest2 PeekTest3 PopTest2 SizeTest0 , ,EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest4 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
5,Wed Sep 02 09:25:47 EDT 2020,25,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest2 EmptyFullTest7 PeekTest2 PeekTest3 PopTest2 SizeTest0 , ,EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest4 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
6,Wed Sep 02 09:26:30 EDT 2020,62,37,Assignment1Suite,EmptyFullTest0 EmptyFullTest1+ EmptyFullTest3+ EmptyFullTest4+ EmptyFullTest5+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ PeekTest0+ PeekTest1+ PeekTest2 PeekTest4+ PopTest0+ PopTest1+ PopTest2 SizeTest0 , ,EmptyFullTest2- EmptyFullTest6 EmptyFullTest7- PeekTest3- PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
7,Wed Sep 02 09:45:59 EDT 2020,100,38,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2+ EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6+ EmptyFullTest7+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest2 PeekTest3+ PeekTest4 PopTest0 PopTest1 PopTest2 PopTest3+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ SizeTest5+ , , , ,
8,Wed Sep 02 09:46:08 EDT 2020,100,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest0 PopTest1 PopTest2 PopTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , , , ,
9,Wed Sep 02 10:01:04 EDT 2020,100,0,InsertTestSuite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest0 PopTest1 PopTest2 PopTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , , , ,
